iter	Passed	Remaining
286	1770	4398
287	1776	4392
288	1784	4389
289	1789	4382
290	1795	4375
291	1802	4369
292	1807	4361
293	1811	4351
294	1816	4341
295	1821	4331
296	1825	4320
297	1830	4312
298	1837	4307
299	1843	4300
300	1848	4292
301	1853	4283
302	1857	4272
303	1861	4262
304	1866	4253
305	1871	4243
306	1875	4233
307	1880	4225
308	1887	4220
309	1892	4212
310	1899	4208
311	1904	4199
312	1909	4190
313	1914	4182
314	1919	4174
315	1923	4164
316	1929	4156
317	1934	4149
318	1940	4142
319	1945	4134
320	1951	4127
321	1956	4119
322	1961	4111
323	1966	4102
324	1970	4092
325	1975	4083
326	1981	4078
327	1986	4070
328	1992	4063
329	1998	4056
330	2002	4048
331	2009	4042
332	2015	4036
333	2020	4029
334	2026	4022
335	2032	4015
336	2038	4009
337	2043	4002
338	2048	3994
339	2052	3984
340	2057	3975
341	2062	3968
342	2067	3959
343	2072	3951
344	2076	3943
345	2081	3934
346	2085	3924
347	2090	3915
348	2096	3910
349	2102	3904
350	2108	3899
351	2114	3893
352	2119	3884
353	2125	3878
354	2131	3872
355	2137	3867
356	2144	3861
357	2150	3855
358	2154	3847
359	2162	3845
360	2167	3836
361	2173	3831
362	2178	3823
363	2183	3815
364	2187	3806
365	2192	3797
366	2199	3793
367	2204	3786
368	2209	3778
369	2215	3771
370	2227	3776
371	2236	3775
372	2244	3772
373	2249	3765
374	2255	3759
375	2264	3758
376	2269	3751
377	2277	3747
378	2286	3745
379	2293	3741
380	2298	3734
381	2304	3727
382	2309	3721
383	2319	3720
384	2325	3715
385	2330	3707
386	2335	3699
387	2340	3691
388	2345	3684
389	2350	3676
390	2355	3668
391	2361	3662
392	2366	3655
393	2372	3649
394	2378	3643
395	2384	3637
396	2390	3631
397	2396	3625
398	2401	3616
399	2406	3609
400	2412	3603
401	2417	3595
402	2421	3587
403	2425	3578
404	2431	3572
405	2436	3564
406	2441	3557
407	2446	3549
408	2450	3541
409	2455	3532
410	2460	3526
411	2465	3519
412	2470	3511
413	2477	3506
414	2483	3500
415	2488	3493
416	2494	3486
417	2499	3480
418	2505	3474
419	2511	3468
420	2516	3460
421	2521	3453
422	2525	3445
423	2530	3437
424	2534	3429
425	2540	3422
426	2545	3415
427	2550	3408
428	2554	3400
429	2559	3392
430	2563	3383
431	2569	3377
432	2574	3371
433	2580	3364
434	2585	3358
435	2590	3351
436	2595	3343
437	2600	3336
438	2606	3330
439	2610	3322
440	2616	3316
441	2620	3308
442	2626	3302
443	2632	3296
444	2637	3289
445	2643	3283
446	2648	3276
447	2653	3269
448	2659	3264
449	2664	3256
450	2669	3249
451	2674	3242
452	2679	3235
453	2684	3228
454	2690	3222
455	2695	3215
456	2701	3209
457	2706	3202
458	2711	3195
459	2717	3189
460	2723	3183
461	2727	3175
462	2731	3168
463	2738	3163
464	2743	3156
465	2748	3149
466	2754	3144
467	2759	3137
468	2768	3134
469	2773	3127
470	2778	3120
471	2785	3115
472	2790	3109
473	2796	3103
474	2803	3098
475	2808	3092
476	2814	3085
477	2820	3079
478	2825	3073
479	2831	3067
480	2836	3060
481	2842	3054
482	2846	3047
483	2851	3039
484	2855	3032
485	2859	3024
486	2864	3017
487	2870	3011
488	2874	3003
489	2878	2995
490	2883	2989
491	2888	2982
492	2892	2975
493	2898	2968
494	2903	2961
495	2908	2955
496	2914	2949
497	2920	2943
498	2925	2937
499	2931	2931
500	2936	2925
501	2943	2919
502	2948	2912
503	2953	2906
504	2958	2900
505	2966	2896
506	2972	2890
507	2978	2884
508	2983	2877
509	2988	2870
510	2993	2864
511	2998	2858
512	3004	2852
513	3010	2846
514	3016	2840
515	3021	2834
516	3027	2828
517	3033	2822
518	3039	2816
519	3045	2810
520	3051	2805
521	3056	2798
522	3062	2792
523	3067	2786
524	3072	2779
525	3076	2772
526	3081	2765
527	3086	2759
528	3092	2753
529	3096	2746
530	3102	2740
531	3108	2734
532	3114	2729
533	3120	2723
534	3126	2717
535	3132	2711
536	3138	2705
537	3143	2699
538	3148	2692
539	3153	2686
540	3160	2681
541	3165	2674
542	3170	2667
543	3176	2662
544	3182	2657
545	3188	2651
546	3194	2645
547	3200	2639
548	3206	2633
549	3212	2628
550	3216	2621
551	3221	2614
552	3227	2609
553	3232	2602
554	3237	2595
555	3243	2589
556	3248	2583
557	3253	2577
558	3259	2571
559	3265	2565
560	3269	2558
561	3275	2552
562	3281	2546
563	3286	2540
564	3292	2534
565	3297	2528
566	3302	2522
567	3307	2515
568	3312	2509
569	3318	2503
570	3324	2497
571	3330	2491
572	3336	2486
573	3342	2480
574	3347	2474
575	3353	2468
576	3361	2464
577	3366	2457
578	3372	2452
579	3377	2445
580	3382	2439
581	3388	2433
582	3393	2427
583	3398	2420
584	3402	2413
585	3408	2408
586	3413	2401
587	3419	2396
588	3425	2390
589	3431	2384
590	3437	2378
591	3442	2372
592	3448	2367
593	3455	2361
594	3461	2355
595	3467	2350
596	3473	2344
597	3479	2339
598	3484	2332
599	3489	2326
600	3494	2319
601	3499	2313
602	3504	2307
603	3508	2300
604	3513	2294
605	3520	2288
606	3525	2282
607	3531	2276
608	3536	2270
609	3542	2264
610	3547	2258
611	3553	2252
612	3559	2246
613	3565	2241
614	3571	2235
615	3576	2229
616	3580	2222
617	3587	2217
618	3592	2210
619	3596	2204
620	3601	2197
621	3607	2192
622	3612	2185
623	3617	2179
624	3624	2174
625	3629	2168
626	3634	2161
627	3640	2156
628	3645	2150
629	3651	2144
630	3657	2139
631	3663	2133
632	3669	2127
633	3675	2121
634	3681	2116
635	3687	2110
636	3693	2104
637	3698	2098
638	3704	2092
639	3709	2086
640	3715	2080
641	3721	2074
642	3726	2069
643	3731	2062
644	3737	2057
645	3743	2051
646	3749	2045
647	3755	2040
648	3761	2034
649	3767	2028
650	3773	2022
651	3779	2017
652	3785	2011
653	3790	2005
654	3796	1999
655	3802	1993
656	3807	1987
657	3811	1980
658	3816	1974
659	3821	1968
660	3827	1963
661	3833	1957
662	3839	1951
663	3845	1945
664	3850	1939
665	3856	1934
666	3862	1928
667	3868	1922
668	3874	1916
669	3879	1910
670	3884	1904
671	3889	1898
672	3897	1893
673	3903	1888
674	3909	1882
675	3913	1875
676	3921	1870
677	3926	1864
678	3932	1859
679	3938	1853
680	3944	1847
681	3951	1842
682	3957	1836
683	3962	1830
684	3969	1825
685	3974	1819
686	3978	1812
687	3985	1807
688	3990	1801
689	3994	1794
690	4000	1789
691	4006	1783
692	4011	1777
693	4020	1772
694	4028	1767
695	4036	1762
696	4042	1757
697	4048	1751
698	4054	1745
699	4060	1740
700	4066	1734
701	4072	1728
702	4077	1722
703	4083	1717
704	4089	1711
705	4094	1704
706	4101	1699
707	4107	1694
708	4112	1687
709	4117	1681
710	4121	1675
711	4127	1669
712	4133	1663
713	4139	1658
714	4145	1652
715	4151	1646
716	4157	1640
717	4162	1635
718	4168	1629
719	4174	1623
720	4180	1617
721	4185	1611
722	4190	1605
723	4196	1599
724	4201	1593
725	4207	1587
726	4213	1582
727	4217	1575
728	4222	1569
729	4226	1563
730	4231	1557
731	4237	1551
732	4243	1545
733	4249	1540
734	4255	1534
735	4261	1528
736	4266	1522
737	4272	1516
738	4278	1511
739	4283	1505
740	4288	1498
741	4293	1493
742	4298	1486
743	4303	1480
744	4308	1474
745	4313	1468
746	4318	1462
747	4322	1456
748	4327	1450
749	4333	1444
750	4339	1438
751	4345	1433
752	4351	1427
753	4357	1421
754	4364	1416
755	4369	1410
756	4374	1404
757	4380	1398
758	4386	1392
759	4393	1387
760	4400	1381
761	4406	1376
762	4412	1370
763	4417	1364
764	4421	1358
765	4426	1352
766	4433	1346
767	4440	1341
768	4448	1336
769	4454	1330
770	4461	1325
771	4467	1319
772	4473	1313
773	4478	1307
774	4483	1301
775	4488	1295
776	4492	1289
777	4497	1283
778	4502	1277
779	4506	1271
780	4513	1265
781	4518	1259
782	4522	1253
783	4528	1247
784	4533	1241
785	4539	1235
786	4545	1230
787	4551	1224
788	4556	1218
789	4562	1212
790	4567	1206
791	4572	1200
792	4578	1195
793	4584	1189
794	4590	1183
795	4595	1177
796	4601	1171
797	4606	1165
798	4610	1159
799	4616	1154
800	4622	1148
801	4627	1142
802	4632	1136
803	4637	1130
804	4641	1124
805	4647	1118
806	4653	1112
807	4659	1107
808	4664	1101
809	4670	1095
810	4676	1089
811	4681	1083
812	4687	1078
813	4692	1072
814	4698	1066
815	4702	1060
816	4709	1054
817	4714	1049
818	4720	1043
819	4728	1038
820	4733	1032
821	4740	1026
822	4747	1021
823	4753	1015
824	4760	1009
825	4766	1004
826	4771	998
827	4777	992
828	4782	986
829	4788	980
830	4794	975
831	4799	969
832	4804	963
833	4809	957
834	4814	951
835	4818	945
836	4823	939
837	4829	933
838	4833	927
839	4842	922
840	4847	916
841	4852	910
842	4858	904
843	4864	899
844	4869	893
845	4876	887
846	4882	881
847	4887	876
848	4893	870
849	4898	864
850	4903	858
851	4908	852
852	4913	846
853	4917	840
854	4924	835
855	4928	829
856	4933	823
857	4941	817
858	4947	812
859	4953	806
860	4958	800
861	4964	794
862	4970	789
863	4976	783
864	4982	777
865	4988	771
866	4993	766
867	4999	760
868	5004	754
869	5010	748
870	5016	742
871	5021	737
872	5026	731
873	5031	725
874	5036	719
875	5040	713
876	5045	707
877	5050	701
878	5056	696
879	5062	690
880	5068	684
881	5074	678
882	5079	673
883	5085	667
884	5090	661
885	5095	655
886	5101	649
887	5107	644
888	5112	638
889	5119	632
890	5125	626
891	5129	621
892	5136	615
893	5141	609
894	5146	603
895	5151	597
896	5158	592
897	5164	586
898	5170	580
899	5174	574
900	5180	569
901	5188	563
902	5194	557
903	5200	552
904	5205	546
905	5210	540
906	5216	534
907	5221	529
908	5227	523
909	5233	517
910	5240	511
911	5245	506
912	5251	500
913	5257	494
914	5262	488
915	5268	483
916	5274	477
917	5280	471
918	5286	465
919	5291	460
920	5297	454
921	5302	448
922	5308	442
923	5313	437
924	5321	431
925	5326	425
926	5331	419
927	5336	414
928	5341	408
929	5346	402
930	5351	396
931	5356	390
932	5362	385
933	5368	379
934	5373	373
935	5380	367
936	5385	362
937	5389	356
938	5395	350
939	5399	344
940	5404	338
941	5409	333
942	5429	328
943	5434	322
944	5438	316
945	5443	310
946	5447	304
947	5453	299
948	5459	293
949	5465	287
950	5470	281
951	5477	276
952	5483	270
953	5489	264
954	5494	258
955	5499	253
956	5504	247
957	5508	241
958	5514	235
959	5519	229
960	5524	224
961	5530	218
962	5536	212
963	5540	206
964	5546	201
965	5551	195
966	5556	189
967	5560	183
968	5566	178
969	5572	172
970	5581	166
971	5587	160
972	5594	155
973	5601	149
974	5606	143
975	5613	138
976	5619	132
977	5625	126
978	5631	120
979	5636	115
980	5642	109
981	5649	103
982	5655	97
983	5661	92
984	5666	86
985	5671	80
986	5676	74
987	5681	69
988	5687	63
989	5692	57
990	5699	51
991	5705	46
992	5710	40
993	5716	34
994	5722	28
995	5728	23
996	5734	17
997	5739	11
998	5745	5
999	5750	0
