iter	Logloss
0	0.4940239279
1	0.4161199686
2	0.3521273293
3	0.3079848638
4	0.2735684416
5	0.2345500772
6	0.2067035494
7	0.1821426149
8	0.1734850455
9	0.1528515701
10	0.1407221741
11	0.1223607633
12	0.1079832535
13	0.1017282254
14	0.09202856751
15	0.08584381612
16	0.07826655398
17	0.07224678738
18	0.06731460786
19	0.06011584326
20	0.05611011076
21	0.05061566643
22	0.04575195549
23	0.0411869087
24	0.03847532714
25	0.0375769002
26	0.03492994642
27	0.03365623245
28	0.0308204317
29	0.02871878415
30	0.02758269472
31	0.02673157849
32	0.02410572151
33	0.02277393669
34	0.02055054381
35	0.02009303422
36	0.01959546021
37	0.0193243769
38	0.01868000181
39	0.0180154064
40	0.01685239793
41	0.01602954601
42	0.01523226985
43	0.01417338434
44	0.01358026121
45	0.01262759042
46	0.01233335303
47	0.0118827224
48	0.01151448963
49	0.01096853638
50	0.01029862788
51	0.009774840938
52	0.009660792963
53	0.009257350935
54	0.008899926555
55	0.008677937468
56	0.008422139538
57	0.008341593143
58	0.008219472605
59	0.007792832175
60	0.007642313882
61	0.007357220042
62	0.007032051446
63	0.006798131767
64	0.006417293802
65	0.006227134073
66	0.005966713894
67	0.005729707792
68	0.005531919653
69	0.005470038045
70	0.005405119747
71	0.005280269289
72	0.004972209465
73	0.004881478562
74	0.004747163992
75	0.004626344893
76	0.004543275884
77	0.00439842621
78	0.004240941306
79	0.004043104911
80	0.003931834372
81	0.003803332206
82	0.003767116956
83	0.003676184411
84	0.003584983996
85	0.003496359868
86	0.003411725489
87	0.003271625106
88	0.003129017619
89	0.003074885553
90	0.003002616564
91	0.002975309251
92	0.002879942311
93	0.002838957336
94	0.002780499205
95	0.002758783449
96	0.002709030874
97	0.002686195378
98	0.002669557596
99	0.002626594858
100	0.002589633361
101	0.002576864687
102	0.002560451198
103	0.002536959566
104	0.002528137556
105	0.002507573053
106	0.002453937828
107	0.002447062067
108	0.002440314824
109	0.002435170867
110	0.002406007662
111	0.002399933297
112	0.00237058593
113	0.002310555536
114	0.002286858077
115	0.002253108568
116	0.002215740341
117	0.00218663721
118	0.002167234794
119	0.002158025257
120	0.002130842277
121	0.002110175599
122	0.002101357774
123	0.002063747651
124	0.002057099382
125	0.002013534181
126	0.001967514194
127	0.001951206818
128	0.001930514905
129	0.001921911524
130	0.00190742471
131	0.001889355986
132	0.00187802047
133	0.001870744872
134	0.00185924046
135	0.001828330308
136	0.001822345316
137	0.00181567255
138	0.001793099755
139	0.001787086818
140	0.001783594772
141	0.001778677077
142	0.001749047313
143	0.001733084256
144	0.001730159096
145	0.001726895898
146	0.001709898287
147	0.001705852896
148	0.001673875816
149	0.001671761778
150	0.001668785531
151	0.001650130963
152	0.001641838539
153	0.001622363369
154	0.001593300492
155	0.001586753168
156	0.001582065305
157	0.001557800467
158	0.001550248135
159	0.001532167469
160	0.001510618271
161	0.001505424703
162	0.001491348436
163	0.001488873339
164	0.001476332159
165	0.001470659846
166	0.001456924572
167	0.001447099031
168	0.00144371076
169	0.001432116238
170	0.001430607494
171	0.001420299761
172	0.001408047625
173	0.00140620232
174	0.00140500281
175	0.001403728946
176	0.001400266568
177	0.00139107008
178	0.001378107028
179	0.001377005754
180	0.001376605179
181	0.001368647593
182	0.001362365185
183	0.001349906483
184	0.001332143422
185	0.001324868439
186	0.001315765386
187	0.00130341169
188	0.00129552415
189	0.001289811214
190	0.001287569765
191	0.001264160735
192	0.001256800073
193	0.001252709504
194	0.001251127268
195	0.00125037819
196	0.001243626885
197	0.001238494254
198	0.001230087714
199	0.001226763333
200	0.001224518315
201	0.001221510061
202	0.001206314793
203	0.001205308185
204	0.0012043049
205	0.00120348947
206	0.001201660537
207	0.001195027287
208	0.001187371549
209	0.001183188899
210	0.001181827386
211	0.001180357174
212	0.001179575843
213	0.001179085403
214	0.001177385113
215	0.001171903486
216	0.001170546036
217	0.001169199049
218	0.001162089393
219	0.001153878586
220	0.001151748053
221	0.001148313372
222	0.001144496829
223	0.001136517331
224	0.001132427869
225	0.001126845914
226	0.001121559773
227	0.001116351926
228	0.001112290901
229	0.001110721468
230	0.001105900163
231	0.001102571966
232	0.001096861123
233	0.001094121356
234	0.00109074798
235	0.001089294018
236	0.001084578211
237	0.001081517639
238	0.001080915299
239	0.00108041378
240	0.001079758875
241	0.001075577579
242	0.001071118564
243	0.001065643707
244	0.001063000945
245	0.001059830073
246	0.001055333266
247	0.00105512116
248	0.00105086748
249	0.00105004811
250	0.001046697386
251	0.00104248039
252	0.001042082154
253	0.00103614948
254	0.001031850251
255	0.001028269879
256	0.001023646092
257	0.001019996352
258	0.001016939226
259	0.001013822704
260	0.001010646662
261	0.001006458965
262	0.001001780397
263	0.0009988764109
264	0.000996063521
265	0.0009954622888
266	0.0009938101315
267	0.0009933913987
268	0.000993200713
269	0.0009923924842
270	0.0009904160751
271	0.0009899586882
272	0.0009897291637
273	0.0009895466029
274	0.0009889591582
275	0.0009864634416
276	0.0009842281482
277	0.000983141154
278	0.0009824155884
279	0.0009760881249
280	0.0009754420835
281	0.0009710864743
282	0.0009676945722
283	0.0009651583549
284	0.000963423165
285	0.0009610834807
286	0.0009599858997
287	0.0009593013272
288	0.0009561324867
289	0.0009545480973
290	0.0009516654698
291	0.0009499809981
292	0.0009485181107
293	0.0009470699956
294	0.0009459117866
295	0.0009457547695
296	0.0009456443467
297	0.0009448824659
298	0.0009445177135
299	0.0009441010734
300	0.0009433599354
301	0.0009424543941
302	0.0009415401741
303	0.0009412553767
304	0.0009358760479
305	0.0009315552151
306	0.0009293439882
